ID,域,グループ,言語,全著者名,標題,掲載誌名,巻,号,開始ページ,終了ページ,出版年月日,DOI,PubmedID,業績種別,業績詳細種別,査読,責任著者,,IF
47,臨床医学域,皮膚科学,eng,"Widya Monica, Pristia; Ishitsuka, Yosuke; Kawakita, Haruka; Inoue, Sae; Nakamura, Yoshiyuki; Watanabe, Rei; Okiyama, Naoko; Fujimoto, Manabu; Fujisawa, Yasuhiro",Nail apparatus squamous cell carcinoma mimicking paronychia,Journal of dermatology,advpub,,,,2019-09,10.1111/1346-8138.15084,31502299,論文,学術雑誌,1,0,,3.072
47,臨床医学域,皮膚科学,eng,"Nakamura, Yoshiyuki;Ishizuki, Shoichiro;Iwasaki, Riko;Okiyama, Naoko;Ishitsuka, Yosuke;Matsumura, Yutaka;Tanaka, Ryota;Maruyama, Hiroshi;Watanabe, Rei;Fujisawa, Yasuhiro",Remarkable elevation of fibrinolysis markers and procalcitonin associated with dabrafenib plus trametinib combination therapy: Uncommon adverse events,Journal of dermatology,47,2,E43,E44,2019-11,10.1111/1346-8138.15163,31762081,論文,学術雑誌,1,1,,3.072
47,臨床医学域,皮膚科学,eng,"Ikeda, Takaharu; Kawakami, Tamihiro; Arimura, Yoshihiro; Ishiguro, Naoko; Ishizu, Akihiro; Ito, Fuyu; Ito-Ihara, Toshiko; Okiyama, Naoko; Ono, Sachiko; Suzuki, Kazuo; Sugawara, Koji; Seishima, Mariko; Kodera, Masanari; Tanaka, Maiko; Hasegawa, Minoru; Furukawa, Fukumi; Yamaguchi, Yukie; Yoshizaki, Ayumi",Survey of Japanese dermatological vasculitis specialists on cases of cutaneous arteritis (cutaneous polyarteritis nodosa),JOURNAL OF DERMATOLOGY,47,5,534,537,2020-02,10.1111/1346-8138.15273,32096266,論文,学術雑誌,1,0,,3.072
47,臨床医学域,皮膚科学,eng,"Takamuki R, Okiyama N, Inoue S, Endo R, Kondo Y, Chino Y, Sumida T, Fujimoto M.",,Journal of dermatology,46,7,e253,e255,2019-07,10.1111/1346-8138.14791,30714643,論文,学術雑誌,1,1,,3.072
105,保健医療学域,ヘルスサービスリサーチ,eng,"Abe, Toshikazu; Ogura, Hiroshi; Kushimoto, Shigeki; Shiraishi, Atsushi; Sugiyama, Takehiro; Deshpande, Gautam A.; Uchida, Masatoshi; Nagata, Isao; Saitoh, Daizoh; Fujishima, Seitaro; Mayumi, Toshihiko; Hifumi, Toru; Shiino, Yasukazu; Nakada, Taka-aki; Tarui, Takehiko; Otomo, Yasuhiro; Okamoto, Kohji; Umemura, Yutaka; Kotani, Joji; Sakamoto, Yuichiro; Sasaki, Junichi; Shiraishi, Shin-ichiro; Takuma, Kiyotsugu; Tsuruta, Ryosuke; Hagiwara, Akiyoshi; Yamakawa, Kazuma; Masuno, Tomohiko; Takeyama, Naoshi; Yamashita, Norio; Ikeda, Hiroto; Ueyama, Masashi; Fujimi, Satoshi; Gando, Satoshi; Tasaki, Osamu; Mizobata, Yasumitsu; Funakoshi, Hiraku; Okuyama, Toshiro; Yamashita, Iwao; Kanai, Toshio; Yamada, Yasuo; Aibiki, Mayuki; Sato, Keiji; Yamashita, Susumu; Yoshida, Kenichi; Kasaoka, Shunji; Kon, Akihide; Rinka, Hiroshi; Kato, Hiroshi; Okudera, Hiroshi; Narimatsu, Eichi; Fujiwara, Toshifumi; Sugita, Manabu; Shichinohe, Yasuo; Nakae, Hajime; Iiduka, Ryouji; Nakamura, Mitsunobu; Murata, Yuji; Sato, Yoshitake; Ishikura, Hiroyasu; Myojo, Yasuhiro; Tsujita, Yasuyuki; Kinoshita, Kosaku; Yamaguchi, Hiroyuki; Sakurai, Toshihiro; Miyatake, Satoru; Saotome, Takao; Yasuda, Susumu; Mizushima, Yasuaki",Variations in infection sites and mortality rates among patients in intensive care units with severe sepsis and septic shock in Japan,JOURNAL OF INTENSIVE CARE,7,,28,,2019-05,10.1186/s40560-019-0383-3,31073407,論文,学術雑誌,1,0,,3.103
46,臨床医学域,神経内科学,eng,"Nohara, Seitaro; Ishii, Akiko; Yamamoto, Fumiko; Yanagiha, Kumi; Moriyama, Tetsuya; Tozaka, Naoki; Miyake, Zenshi; Yatsuga, Shuichi; Koga, Yasutoshi; Hosaka, Takashi; Terada, Makoto; Yamaguchi, Tetsuto; Aizawa, Satoshi; Mamada, Naomi; Tsuji, Hiroshi; Tomidokoro, Yasushi; Nakamagoe, Kiyotaka; Ishii, Kazuhiro; Watanabe, Masahiko; Tamaoka, Akira","GDF-15, a mitochondrial disease biomarker, is associated with the severity of multiple sclerosis",Journal of the neurological sciences,405,,,,2019-08,10.1016/j.jns.2019.116429,31476622,論文,学術雑誌,1,0,,3.115
56,臨床医学域,脳神経外科学,eng,"Kaneko, Junya;Ota, Takahiro;Tagami, Takashi;Unemoto, Kyoko;Shigeta, Keigo;Amano, Tatsuo;Ueda, Masayuki;Matsumaru, Yuji;Shiokawa, Yoshiaki;Hirano, Teruyuki;Fuse, Takahisa;Kuroshima, Yoshiaki;Yoshida, Hirotaka;Amano, Tatsuo;Hirano, Teruyuki;Shiokawa, Yoshiaki;Sato, Youhei;Shigeta, Keigo;Kaneko, Junya;Shimada, Atushi;Ishikawa, Osamu;Shimoda, Masami;Nogawa, Shigeru;Jimbo, Hiroyuki;Tsurukiri, Junya;Ota, Takahiro;Ueda, Masayuki",Endovascular treatment of acute basilar artery occlusion: Tama-REgistry of Acute Thrombectomy (TREAT) study,Journal of the neurological sciences,401,,29,33,2019-04,10.1016/j.jns.2019.04.010,31005761,論文,学術雑誌,1,0,,3.115
64,臨床医学域,精神医学,eng,"Suzuki, Fumio; Sato, Noriko; Ota, Miho; Sugiyama, Atsuhiko; Shigemoto, Yoko; Morimoto, Emiko; Kimura, Yukio; Wakasugi, Noritaka; Takahashi, Yuji; Futamura, Akinori; Kawamura, Mitsuru; Ono, Kenjiro; Nakamura, Masayuki; Sano, Akira; Watanabe, Masako; Matsuda, Hiroshi; Abe, Osamu",Discriminating chorea-acanthocytosis from Huntington's disease with single-case voxel-based morphometry analysis,Journal of the neurological sciences,e-pub408,,,,2020-01,10.1016/j.jns.2019.116545,31704285,論文,学術雑誌,1,0,,3.115
80,臨床医学域,橋渡し・臨床研究学,eng,"Mori-Yoshimura, Madoka; Mizuno, Yukio; Yoshida, Sumiko; Ishihara, Naoko; Minami, Narihiro; Morimoto, Emiko; Maruo, Kazushi; Nonaka, Ikuya; Komaki, Hirofumi; Nishino, Ichizo; Sekiguchi, Masayuki; Sato, Noriko; Takeda, Shin'ichi; Takahashi, Yuji",Psychiatric and neurodevelopmental aspects of Becker muscular dystrophy,Neuromuscular disorders,29,12,930,939,2019-12,10.1016/j.nmd.2019.09.006,31708335,論文,学術雑誌,1,0,,3.115
86,臨床医学域,水戸地域医療教育センター,eng,"Shioya, Ayako; Takuma, Hiroshi; Takahashi, Toshiaki; Ishii, Akiko; Aoki, Masashi; Tamaoka, Akira",Radiological findings in siblings with dysferlin mutation with diverse phenotype,Journal of the neurological sciences,409,,116579,,2019-11,10.1016/j.jns.2019.116579,31770675,論文,学術雑誌,1,0,,3.115
88,臨床医学域,ひたちなか社会連携教育研究センター,eng,"Nohara, Seitaro; Ishii, Akiko; Fumiko Yamamoto; Yanagiha, Kumi; Moriyama, Tetsuya; Tozaka, Naoki; Miyake, Zenshi; Yatsuga, Shuichi; Koga, Yasutoshi; Hosaka, Takashi; Terada, Makoto; Yamaguchi, Tetsuto; Aizawa, Satoshi; Mamada, Naomi; Tsuji, Hiroshi; Tomidokoro, Yasushi; Nakamagoe, Kiyotaka; Ishii, Kazuhiro; Watanabe, Masahiko; Tamaoka, Akira"," GDF-15, a mitochondrial disease biomarker, is associated with the severity of multiple sclerosis",Journal of the neurological sciences,405,,,,2019-08,10.1016/j.jns.2019.116429,31476622,論文,学術雑誌,1,0,,3.115
106,保健医療学域,臨床試験・臨床疫学,eng,"Mori-Yoshimura, Madoka; Mizuno, Yukio; Yoshida, Sumiko; Ishihara, Naoko; Minami, Narihiro; Morimoto, Emiko; Maruo, Kazushi; Nonaka, Ikuya; Komaki, Hirofumi; Nishino, Ichizo; Sekiguchi, Masayuki; Sato, Noriko; Takeda, Shin'ichi; Takahashi, Yuji",Psychiatric and neurodevelopmental aspects of Becker muscular dystrophy,Neuromuscular disorders,29,12,930,939,2019-12,10.1016/j.nmd.2019.09.006,31708335,論文,学術雑誌,1,0,,3.115
41,臨床医学域,血液内科学,eng,"Nissen, Michael D.; Kusakabe, Manabu; Wang, Xuehai; Simkin, Guillermo; Gracias, Deanne; Tyshchenko, Kateryna; Hill, Ainsleigh; Meskas, Justin; Hung, Stacy; Chavez, Elizabeth A.; Ennishi, Daisuke; Aoki, Tomohiro; Sarkozy, Clementine; Connors, Joseph M.; Farinha, Pedro; Slack, Graham W.; Gascoyne, Randy D.; Brinkman, Ryan R.; Scott, David W.; Steidl, Christian; Weng, Andrew P.",Single Cell Phenotypic Profiling of 27 DLBCL Cases Reveals Marked Intertumoral and Intratumoral Heterogeneity,CYTOMETRY PART A,advpub,,,,2019-10,10.1002/cyto.a.23919,31637838,論文,学術雑誌,1,0,,3.124
110,保健医療学域,保健医療政策学・医療経済学,eng,"Hoshi, Shu-Ling; Seposo, Xerxes; Shono, Aiko; Okubo, Ichiro; Kondo, Masahide",Cost-effectiveness of Recombinant Zoster Vaccine (RZV) and Varicella Vaccine Live (VVL) against herpes zoster and post-herpetic neuralgia among adults aged 65 and over in Japan,Vaccine,37,27,3588,3597,2019-06,10.1016/j.vaccine.2019.05.006,31153691,論文,学術雑誌,1,1,,3.143
67,臨床医学域,画像診断・ＩＶＲ学,eng,"Tabei, Tadashi; Nakaigawa, Noboru; Kaneta, Tomohiro; Ikeda, Ichiro; Kondo, Keiichi; Makiyama, Kazuhide; Hasumi, Hisashi; Hayashi, Narihiko; Kawahara, Takashi; Izumi, Koji; Osaka, Kimito; Muraoka, Kentaro; Teranishi, Jun-Ichi; Miyoshi, Yasuhide; Yumura, Yasushi; Uemura, Hiroji; Kobayashi, Kazuki; Inoue, Tomio; Yao, Masahiro",Early assessment with F-2-fluoro-2-deoxyglucose positron emission tomography/computed tomography to predict short-term outcome in clear cell renal carcinoma treated with nivolumab,BMC cancer,19,1,298,,2019-04,10.1186/s12885-019-5510-y,30940117,論文,学術雑誌,1,0,,3.15
67,臨床医学域,産科婦人科学　　　　　　　　　　　　　　　,eng,"Zhang, Shuang;Minaguchi, Takeo;Xu, Chenyang;Qi, Nan;Itagaki, Hiroya;Shikama, Ayumi;Tasaka, Nobutaka;Akiyama, Azusa;Sakurai, Manabu;Ochi, Hiroyuki;Satoh, Toyomi",PD-L1 and CD4 are independent prognostic factors for overall survival in endometrial carcinomas,BMC cancer,20,1,,,2020-02,10.1186/s12885-020-6545-9,32066405,論文,学術雑誌,1,1,,3.15
69,臨床医学域,放射線腫瘍学,eng,"Kawamura H, Kubo N, Sato H, Mizukami T, Katoh H, Ishikawa H, Ohno T, Matsui H, Ito K, Suzuki K, Nakano T, Group for Genitourinary Tumors at Gunma University Heavy Ion Medical C","Moderately hypofractionated carbon ion radiotherapy for prostate cancer; a prospective observational study ""GUNMA0702""",BMC Cancer,20,1,75,75,2020-01,10.1186/s12885-020-6570-8,32000716,論文,学術雑誌,1,0,,3.15
21,生命医科学域,再生幹細胞生物学,eng,"Lukmanto, Donny;Khanh, Vuong Cat;Shirota, Saori;Kato, Toshiki;Takasaki, Mami Matsuo;Ohneda, Osamu",Dynamic Changes of Mouse Embryonic Stem Cell-Derived Neural Stem Cells Under In Vitro Prolonged Culture and Hypoxic Conditions,Stem cells and development,28,21,1434,1450,2019-11,10.1089/scd.2019.0101,31507235,論文,学術雑誌,1,1,,3.153
69,臨床医学域,放射線腫瘍学,eng,"Kokudo, Norihiro; Takemura, Nobuyuki; Hasegawa, Kiyoshi; Takayama, Tadatoshi; Kubo, Shoji; Shimada, Mitsuo; Nagano, Hiroaki; Hatano, Etsuro; Izumi, Namiki; Kaneko, Shuichi; Kudo, Masatoshi; Iijima, Hiroko; Genda, Takuya; Tateishi, Ryosuke; Torimura, Takuji; Igaki, Hiroshi; Kobayashi, Satoshi; Sakurai, Hideyuki; Murakami, Takamichi; Watadani, Takeyuki; Matsuyama, Yutaka",Clinical practice guidelines for hepatocellular carcinoma: The Japan Society of Hepatology 2017 (4th JSH-HCC guidelines) 2019 update,Hepatology research,49,10,1109,1113,2019-10,10.1111/hepr.13411,31336394,論文,学術雑誌,0,0,,3.165
68,臨床医学域,画像診断・ＩＶＲ学,eng,"Saida T, Sakata A, Tanaka YO, Och Hi, Ishiguro I, Sakai M, Takahashi H, Satoh T, Minami M",Clinical and MRI Characteristics of Uterine Cervical Adenocarcinoma: Its Variants and Mimics.,Korean Journal of Radiology,20,3,364,377,2019,10.3348/kjr.2018.0458,30799567,論文,学術雑誌,1,1,,3.179
106,保健医療学域,臨床試験・臨床疫学,eng,"Mita, Tomoya; Katakami, Naoto; Okada, Yosuke; Yoshii, Hidenori; Osonoi, Takeshi; Nishida, Keiko; Shiraiwa, Toshihiko; Torimoto, Keiichi; Kurozumi, Akira; Wakasugi, Satomi; Gosho, Masahiko; Shimomura, Iichiro; Watada, Hirotaka",Protocol of a Prospective Observational Study on the Relationship Between Glucose Fluctuation and Cardiovascular Events in Patients with Type 2 Diabetes,Diabetes therapy,10,5,1565,1575,2019-07,10.1007/s13300-019-0665-8,31338757,論文,学術雑誌,1,0,,3.179
56,臨床医学域,脳神経外科学,eng,"Nakano, Tomoyuki;Shigeta, Keigo;Ota, Takahiro;Amano, Tatsuo;Ueda, Masayuki;Matsumaru, Yuji;Shiokawa, Yoshiaki;Hirano, Teruyuki",Efficacy and Safety of Mechanical Thrombectomy for Occlusion of the Second Segment of the Middle Cerebral Artery : Retrospective Analysis of the Tama-REgistry of Acute endovascular Thrombectomy (TREAT),Clinical neuroradiology,30,3,481,487,2019-07,10.1007/s00062-019-00810-3,31338541,論文,学術雑誌,1,0,,3.183
106,保健医療学域,臨床試験・臨床疫学,eng,"Mita, Tomoya; Osonoi, Yusuke; Osonoi, Takeshi; Saito, Miyoko; Nakayama, Shiho; Someya, Yuki; Ishida, Hidenori; Gosho, Masahiko; Watada, Hirotaka",Breakfast skipping is associated with persistently increased arterial stiffness in patients with type 2 diabetes,BMJ open diabetes research & care,8,1,,,2020-02,10.1136/bmjdrc-2019-001162,32098899,論文,学術雑誌,1,0,,3.183
26,生命医科学域,環境生物学,eng,"Henderson, Catherine F; Bica, Iris; Long, Faith T; Irwin, Drew D; Stull, Christine H; Baker, Blaine W; Suarez Vega, Valeria; Taugher, Zachary M; Fletes, Eliza D; Bartleson, Juliet M; Humphrey, Megan L; Álvarez, Lucía; Akiyama, Masahiro; Kumagai, Yoshito; Fukuto, Jon M; Lin, Joseph",Cysteine Trisulfide Protects E. coli from Electrophile-Induced Death through the Generation of Cysteine Hydropersulfide,Chemical research in toxicology,33,234,678,686,2020-01,10.1021/acs.chemrestox.9b00494,31977195,論文,学術雑誌,1,0,,3.184
7,生命医科学域,腎・血管病理学,eng,"Ito, Naoko; Sakamoto, Kazuo; Hikichi, Chihiro; Matsusaka, Taiji; Nagata, Michio",Biphasic MIF and SDF1 expression during podocyte injury promote CD44-mediated glomerular parietal cell migration in focal segmental glomerulosclerosis,American Journal of Physiology-Renal Physiology,318,3,F741,F753,2020-03,10.1152/ajprenal.00414.2019,32068458,論文,学術雑誌,1,1,,3.191
61,臨床医学域,光イメージング学,eng,"Myeong Jin Ju, Destiny Hsu, Ji Hoon Kwon, Daniel J Wahl, Stefano Bonora, Yifan Jian, Shuichi Makita, Yoshiaki Yasuno, Marinko V Sarunic",Multi-scale and-contrast sensorless adaptive optics optical coherence tomography,Quantitative imaging in medicine and surgery,9,5,757,757,2019/5/1,,,,,1,,,3.226
55,臨床医学域,消化器外科学,eng,"Kinji Furuya, Yun-Wen Zheng, Daisuke Sako, Kenichi Iwasaki, Dong-Xu Zheng, Jian-Yun Ge, Li-Ping Liu, Tomoaki Furuta, Kazunori Akimoto, Hiroya Yagi, Hiromi Hamada, Hiroko Isoda, Tatsuya Oda, Nobuhiro Ohkohchi",Enhanced Hepatic Differentiation in the Subpopulation of Human Amniotic Stem Cells Under 3D Multicellular Microenvironment,World Journal of Stem Cells,11,9,705,721,2019,,,論文,学術雑誌,1,1,,3.231
55,臨床医学域,消化器外科学,eng,"Ge, Jian-Yun;Zheng, Yun-Wen;Liu, Li-Ping;Isoda, Hiroko;Oda, Tatsuya",Impelling force and current challenges by chemicals in somatic cell reprogramming and expansion beyond hepatocytes,World journal of stem cells,11,9,650,665,2019-09,10.4252/wjsc.v11.i9.650,31616541,論文,学術雑誌,1,1,,3.231
56,臨床医学域,整形外科学,eng,"Suzuki, Keita;Nagai, Satoshi;Iwai, Koichi;Furukawa, Takuo;Mukai, Naoki;Miyakawa, Shumpei;Takemura, Masahiro",Characteristics and factors of concussion events for tacklers in collegiate rugby union,Scandinavian journal of medicine & science in sports,30,1,185,192,2020-01,10.1111/sms.13553,31494968,論文,学術雑誌,1,0,,3.255
71,臨床医学域,臨床検査医学,eng,"Yamauchi, Kazuyoshi;Kawakami, Yasushi",The redox status of cysteine thiol residues of apolipoprotein E impacts on its lipid interactions,Biological chemistry,401,5,617,627,2020-02,10.1515/hsz-2019-0414,31913846,論文,学術雑誌,1,0,,3.27
57,臨床医学域,整形外科学,eng,"Isezaki, Takashi; Kadone, Hideki; Niijima, Arinobu; Aoki, Ryosuke; Watanabe, Tomoki; Kimura, Toshitaka; Suzuki, Kenji",Sock-Type Wearable Sensor for Estimating Lower Leg Muscle Activity Using Distal EMG Signals,SENSORS,19,8,,,2019-04,10.3390/s19081954,31027302,論文,学術雑誌,1,0,,3.275
64,臨床医学域,精神医学,eng,"Park, Kaechang; Nemoto, Kiyotaka; Yamakawa, Yoshinori; Yamashita, Fumio; Yoshida, Keitaro; Tamura, Masashi; Kawaguchi, Atsushi; Arai, Tetsuaki; Sasaki, Makoto",Cerebral White Matter Hyperintensity as a Healthcare Quotient,Journal of clinical medicine,8,11,1823,,2019-11,10.3390/jcm8111823,31683849,論文,学術雑誌,1,0,,3.303
105,保健医療学域,ヘルスサービスリサーチ,eng,"Mori, Kiwako;Kurihara, Toshihide;Uchino, Miki;Torii, Hidemasa;Kawashima, Motoko;Sasaki, Mariko;Ozawa, Yoko;Yamagishi, Kazumasa;Iso, Hiroyasu;Sawada, Norie;Tsugane, Shoichiro;Yuki, Kenya;Tsubota, Kazuo",High Myopia and Its Associated Factors in JPHC-NEXT Eye Study: A Cross-Sectional Observational Study,Journal of clinical medicine,8,11,1788,,2019-10,10.3390/jcm8111788,31731571,論文,学術雑誌,1,1,,3.303
67,臨床医学域,産科婦人科学　　　　　　　　　　　　　　　,eng,"Matsumoto, Harunobu; Shimokawa, Mototsugu; Nasu, Kaei; Shikama, Ayumi; Shiozaki, Takaya; Futagami, Masayuki; Kai, Kentaro; Nagano, Hiroaki; Mori, Taisuke; Yano, Mitsutake; Sugino, Norihiro; Fujimoto, Etsuko; Yoshioka, Norihito; Nakagawa, Satoshi; Shimada, Muneaki; Tokunaga, Hideki; Yamada, Yuki; Tsuruta, Tomohiko; Tasaki, Kazuto; Nishikawa, Ryutaro; Kuji, Shiho; Motohashi, Takashi; Ito, Kimihiko; Yamada, Takashi; Teramoto, Norihiro","Clinicopathologic features, treatment, prognosis and prognostic factors of neuroendocrine carcinoma of the endometrium: a retrospective analysis of 42 cases from the Kansai Clinical Oncology Group/Intergroup study in Japan",Journal of gynecologic oncology,30,6,e103,,2019-11,10.3802/jgo.2019.30.e103,31576694,論文,学術雑誌,1,0,,3.304
105,保健医療学域,ヘルスサービスリサーチ,eng,"Dong, Jia-Yi;Kimura, Takashi;Ikehara, Satoyo;Cui, Meishan;Kawanishi, Yoko;Yamagishi, Kazumasa;Ueda, Kimiko;Iso, Hiroyasu",Chocolate consumption and risk of gestational diabetes mellitus: the Japan Environment and Children's Study,British journal of nutrition,122,8,936,941,2019-07,10.1017/S0007114519001806,31337446,論文,学術雑誌,1,0,,3.334
39,臨床医学域,腎臓内科学,eng,"Sumida, Keiichi;Yamagata, Kunihiro;Kovesdy, Csaba P",Constipation in CKD,Kidney international reports,5,2,121,134,2020-02,10.1016/j.ekir.2019.11.002,32043026,論文,学術雑誌,1,0,,3.336
64,臨床医学域,精神医学,eng,"Ogawa, Shintaro; Hattori, Kotaro; Ota, Miho; Hidese, Shinsuke; Miyakawa, Tomoko; Matsumura, Ryo; Yokota, Yuuki; Ishida, Ikki; Matsuo, Junko; Yoshida, Sumiko; Yamazaki, Yasuyo; Goodenowe, Dayan; Kunugi, Hiroshi",Altered ethanolamine plasmalogen and phosphatidylethanolamine levels in blood plasma of patients with bipolar disorder,Psychiatry and clinical neurosciences,74,3,204,210,2020-03,10.1111/pcn.12967,31841251,論文,学術雑誌,1,0,,3.351
64,臨床医学域,精神医学,eng,"Yasuda, Yuka;Okada, Naohiro;Nemoto, Kiyotaka;Fukunaga, Masaki;Yamamori, Hidenaga;Ohi, Kazutaka;Koshiyama, Daisuke;Kudo, Noriko;Shiino, Tomoko;Morita, Susumu;Morita, Kentaro;Azechi, Hirotsugu;Fujimoto, Michiko;Miura, Kenichiro;Watanabe, Yoshiyuki;Kasai, Kiyoto;Hashimoto, Ryota",Brain morphological and functional features in cognitive subgroups of schizophrenia,Psychiatry and clinical neurosciences,74,3,191,203,2020-03,10.1111/pcn.12963,31793131,論文,学術雑誌,1,0,,3.351
64,臨床医学域,精神医学,eng,"Nemoto, Kiyotaka; Shimokawa, Tetsuya; Fukunaga, Masaki; Yamashita, Fumio; Tamura, Masashi; Yamamori, Hidenaga; Yasuda, Yuka; Azechi, Hirotsugu; Kudo, Noriko; Watanabe, Yoshiyuki; Kido, Mikio; Takahashi, Tsutomu; Koike, Shinsuke; Okada, Naohiro; Hirano, Yoji; Onitsuka, Toshiaki; Yamasue, Hidenori; Suzuki, Michio; Kasai, Kiyoto; Hashimoto, Ryota; Arai, Tetsuaki",Differentiation of schizophrenia using structural MRI with consideration of scanner differences: A real-world multisite study,Psychiatry and clinical neurosciences,74,1,56,63,2020-01,10.1111/pcn.12934,31587444,論文,学術雑誌,1,1,,3.351
64,臨床医学域,精神医学,eng,"Takaesu, Yoshikazu; Watanabe, Koichiro; Numata, Shusuke; Iwata, Masaaki; Kudo, Noriko; Oishi, Satoru; Takizawa, Takeya; Nemoto, Kiyotaka; Yasuda, Yuka; Tagata, Hiromi; Tsuboi, Takashi; Tsujino, Naohisa; Hashimoto, Naoki; Matsui, Yuki; Hori, Hikaru; Yamamori, Hidenaga; Sugiyama, Nobuhiro; Suwa, Taro; Kishimoto, Taishiro; Hishimoto, Akitoyo; Usami, Masahide; Furihata, Ryuji; Iwamoto, Kunihiro; Fujishiro, Hiroshige; Nakamura, Toshinori; Mizuno, Kentaro; Inagaki, Takahiko; Katsumoto, Eiichi; Tomita, Hiroaki; Ohi, Kazutaka; Muraoka, Hiroyuki; Atake, Kiyokazu; Iida, Hitoshi; Nagasawa, Tatsuya; Fujita, Junichi; Yamamura, Satoshi; Onitsuka, Toshiaki; Murata, Atsunobu; Takayanagi, Yoichiro; Noda, Hokuto; Matsumura, Yukiko; Takezawa, Kenji; Iga, Jun-Ichi; Ichihashi, Kayo; Ogasawara, Kazuyoshi; Yamada, Hisashi; Inada, Ken; Hashimoto, Ryota","Improvement of psychiatrists' clinical knowledge of the treatment guidelines for schizophrenia and major depressive disorders using the 'Effectiveness of Guidelines for Dissemination and Education in Psychiatric Treatment (EGUIDE)' project: A nationwide dissemination, education, and evaluation study",Psychiatry and clinical neurosciences,73,10,642,648,2019-10,10.1111/pcn.12911,31437336,論文,学術雑誌,1,0,,3.351
